ID,ID_PRODUCT,REGULAR_PRICE,DISCOUNT_PRICE,FECHA
0,0,99.99,54.99,24/03/29
1,1,99.99,54.99,24/03/29
2,2,19.99,9.99,24/03/29
3,3,69.99,29.99,24/03/29
4,4,99.99,54.99,24/03/29
5,5,69.99,49.99,24/03/29
6,6,59.99,34.99,24/03/29
7,7,19.99,7.99,24/03/29
8,8,39.99,14.99,24/03/29
9,9,29.99,14.99,24/03/29
10,10,54.99,14.99,24/03/29
11,11,34.99,7.99,24/03/29
12,12,29.99,11.99,24/03/29
13,13,24.99,9.99,24/03/29
14,14,29.99,11.99,24/03/29
16,16,69.99,44.99,24/03/29
17,17,59.99,39.99,24/03/29
18,18,29.99,17.99,24/03/29
19,19,19.99,9.99,24/03/29
20,20,49.99,29.99,24/03/29
21,21,19.99,8.99,24/03/29
22,22,19.99,7.99,24/03/29
23,23,14.99,6.99,24/03/29
24,24,49.99,24.99,24/03/29
25,25,34.99,9.99,24/03/29
26,26,11.99,4.99,24/03/29
27,27,29.99,17.99,24/03/29
28,28,99.99,49.99,24/03/29
29,29,29.99,12.99,24/03/29
30,30,39.99,19.99,24/03/29
31,31,89.99,44.99,24/03/29
34,34,59.99,54.99,24/03/29
35,35,19.99,9.99,24/03/29
36,36,119.99,49.99,24/03/29
37,37,69.99,59.99,24/03/29
38,38,24.99,12.99,24/03/29
40,40,59.99,17.99,24/03/29
42,42,19.99,6.99,24/03/29
43,43,24.99,7.99,24/03/29
44,44,39.99,17.99,24/03/29
46,46,19.99,8.99,24/03/29
47,47,19.99,7.99,24/03/29
48,48,29.99,14.99,24/03/29
49,49,69.99,39.99,24/03/29
50,50,49.99,29.99,24/03/29
51,51,59.99,29.99,24/03/29
52,52,299.99,99.99,24/03/29
53,53,49.99,19.99,24/03/29
54,54,24.99,15.99,24/03/29
55,55,15.99,5.99,24/03/29
56,56,19.99,6.99,24/03/29
57,57,22.99,14.99,24/03/29
58,58,109.99,54.99,24/03/29
59,59,29.99,12.99,24/03/29
60,60,39.99,19.99,24/03/29
61,61,39.99,19.99,24/03/29
65,65,99.99,54.99,24/03/29
66,66,99.99,89.99,24/03/29
67,67,129.99,79.99,24/03/29
68,68,79.99,64.99,24/03/29
72,72,19.99,12.99,24/03/29
73,73,39.99,9.99,24/03/29
74,74,19.99,7.99,24/03/29
76,76,49.99,29.99,24/03/29
77,77,44.99,19.99,24/03/29
78,78,29.99,24.99,24/03/29
79,79,59.99,44.99,24/03/29
80,80,44.99,22.99,24/03/29
81,81,19.99,14.99,24/03/29
82,82,14.99,4.99,24/03/29
83,83,11.99,7.99,24/03/29
84,84,24.99,19.99,24/03/29
85,85,29.99,14.99,24/03/29
86,86,19.99,7.99,24/03/29
87,87,11.99,3.99,24/03/29
88,88,19.99,8.99,24/03/29
89,89,119.99,54.99,24/03/29
90,90,49.99,24.99,24/03/29
91,91,29.99,14.99,24/03/29
92,92,69.99,34.99,24/03/29
93,93,64.99,39.99,24/03/29
96,96,19.99,9.99,24/03/29
97,97,44.99,29.99,24/03/29
98,98,89.99,49.99,24/03/29
99,99,24.99,13.99,24/03/29
100,100,14.99,5.99,24/03/29
102,102,24.99,16.99,24/03/29
103,103,24.99,12.99,24/03/29
104,104,44.99,34.99,24/03/29
105,105,29.99,9.99,24/03/29
106,106,19.99,8.99,24/03/29
107,107,59.99,29.99,24/03/29
108,108,19.99,7.99,24/03/29
109,109,99.99,49.99,24/03/29
110,110,54.99,49.99,24/03/29
111,111,69.99,34.99,24/03/29
112,112,99.99,39.99,24/03/29
113,113,19.99,14.99,24/03/29
114,114,13.99,8.99,24/03/29
115,115,19.99,6.99,24/03/29
116,116,19.99,9.99,24/03/29
117,117,59.99,39.99,24/03/29
118,118,24.99,9.99,24/03/29
119,119,49.99,24.99,24/03/29
120,120,49.99,23.99,24/03/29
121,121,39.99,13.99,24/03/29
122,122,79.99,36.99,24/03/29
123,123,89.99,44.99,24/03/29
125,125,99.99,49.99,24/03/29
126,126,99.99,64.99,24/03/29
128,128,79.99,49.99,24/03/29
129,129,139.99,76.99,24/03/29
130,130,69.99,34.99,24/03/29
131,131,59.99,17.99,24/03/29
132,132,69.99,39.99,24/03/29
135,135,34.99,14.99,24/03/29
137,137,49.99,29.99,24/03/29
138,138,19.99,8.99,24/03/29
139,139,119.99,69.99,24/03/29
140,140,44.99,44.99,24/03/29
141,141,159.99,149.99,24/03/29
142,142,34.99,34.99,24/03/29
143,143,49.99,24.99,24/03/29
144,144,59.99,27.99,24/03/29
145,145,299.99,199.99,24/03/29
146,146,11.99,7.99,24/03/29
148,148,29.99,11.99,24/03/29
149,149,19.99,9.99,24/03/29
151,151,29.99,14.99,24/03/29
152,152,49.99,19.99,24/03/29
153,153,39.99,13.99,24/03/29
154,154,49.99,24.99,24/03/29
155,155,59.99,29.99,24/03/29
157,157,59.99,34.99,24/03/29
158,158,79.99,59.99,24/03/29
159,159,59.99,49.99,24/03/29
160,160,99.99,59.99,24/03/29
161,161,119.99,69.99,24/03/29
164,164,79.99,29.99,24/03/29
165,165,64.99,24.99,24/03/29
167,167,39.99,16.99,24/03/29
168,168,49.99,34.99,24/03/29
170,170,54.99,54.99,24/03/29
171,171,19.99,19.99,24/03/29
172,172,59.99,49.99,24/03/29
173,173,49.99,49.99,24/03/29
174,174,99.99,89.99,24/03/29
176,176,49.99,39.99,24/03/29
177,177,24.99,14.99,24/03/29
180,180,24.99,7.99,24/03/29
182,182,129.99,64.99,24/03/29
184,184,29.99,29.99,24/03/29
185,185,54.99,54.99,24/03/29
186,186,99.99,54.99,24/03/29
188,188,99.99,79.99,24/03/29
189,189,49.99,49.99,24/03/29
190,190,39.99,39.99,24/03/29
191,191,39.99,49.99,24/03/29
192,192,54.99,54.99,24/03/29
196,196,69.99,29.99,24/03/29
197,197,49.99,19.99,24/03/29
198,198,34.99,14.99,24/03/29
199,199,27.99,13.99,24/03/29
200,200,29.99,14.99,24/03/29
201,201,74.99,49.99,24/03/29
202,202,29.99,19.99,24/03/29
203,203,109.99,109.99,24/03/29
204,204,44.99,44.99,24/03/29
206,206,119.99,59.99,24/03/29
207,207,17.99,17.99,24/03/29
210,210,29.99,9.99,24/03/29
211,211,19.99,7.99,24/03/29
212,212,19.99,11.99,24/03/29
213,213,54.99,54.99,24/03/29
214,214,59.99,59.99,24/03/29
215,215,89.99,89.99,24/03/29
216,216,49.99,49.99,24/03/29
217,217,99.99,39.99,24/03/29
219,219,59.99,24.99,24/03/29
220,220,59.99,59.99,24/03/29
221,221,64.99,64.99,24/03/29
222,222,39.99,39.99,24/03/29
223,223,49.99,49.99,24/03/29
224,224,49.99,34.99,24/03/29
225,225,59.99,29.99,24/03/29
226,226,59.99,29.99,24/03/29
228,228,99.99,54.99,24/03/29
229,229,39.99,19.99,24/03/29
230,230,29.99,14.99,24/03/29
231,231,44.99,29.99,24/03/29
232,232,20.99,18.99,24/03/29
233,233,74.99,74.99,24/03/29
234,234,12.99,12.99,24/03/29
235,235,159.99,159.99,24/03/29
237,237,59.99,22.99,24/03/29
238,238,49.99,24.99,24/03/29
239,239,599.99,249.99,24/03/29
240,240,29.99,12.99,24/03/29
