ID,ID_PRODUCT,REGULAR_PRICE,DISCOUNT_PRICE,FECHA
0,0,99.99,54.99,24/02/23
1,1,99.99,64.99,24/02/23
2,2,59.99,39.99,24/02/23
4,4,99.99,54.99,24/02/23
5,5,69.99,49.99,24/02/23
6,6,69.99,29.99,24/02/23
7,7,29.99,11.99,24/02/23
8,8,109.99,54.99,24/02/23
9,9,69.99,34.99,24/02/23
10,10,24.99,12.99,24/02/23
12,12,19.99,9.99,24/02/23
13,13,44.99,34.99,24/02/23
14,14,44.99,34.99,24/02/23
15,15,59.99,39.99,24/02/23
16,16,39.99,14.99,24/02/23
17,17,69.99,29.99,24/02/23
18,18,69.99,44.99,24/02/23
19,19,49.99,29.99,24/02/23
20,20,59.99,29.99,24/02/23
21,21,19.99,9.99,24/02/23
22,22,19.99,8.99,24/02/23
23,23,9.99,2.99,24/02/23
24,24,14.99,6.99,24/02/23
25,25,49.99,24.99,24/02/23
26,26,19.99,8.99,24/02/23
28,28,29.99,12.99,24/02/23
29,29,39.99,19.99,24/02/23
30,30,49.99,24.99,24/02/23
32,32,69.99,39.99,24/02/23
34,34,99.99,89.99,24/02/23
35,35,99.99,69.99,24/02/23
36,36,59.99,54.99,24/02/23
37,37,79.99,64.99,24/02/23
40,40,59.99,29.99,24/02/23
43,43,49.99,34.99,24/02/23
44,44,24.99,9.99,24/02/23
45,45,29.99,11.99,24/02/23
46,46,29.99,14.99,24/02/23
47,47,44.99,19.99,24/02/23
48,48,19.99,7.99,24/02/23
49,49,29.99,17.99,24/02/23
50,50,299.99,99.99,24/02/23
52,52,119.99,59.99,24/02/23
53,53,17.99,17.99,24/02/23
54,54,59.99,39.99,24/02/23
55,55,29.99,14.99,24/02/23
56,56,15.99,5.99,24/02/23
59,59,39.99,19.99,24/02/23
60,60,29.99,14.99,24/02/23
61,61,29.99,12.99,24/02/23
62,62,59.99,34.99,24/02/23
63,63,89.99,39.99,24/02/23
65,65,129.99,79.99,24/02/23
66,66,69.99,59.99,24/02/23
67,67,79.99,49.99,24/02/23
68,68,79.99,59.99,24/02/23
71,71,54.99,14.99,24/02/23
72,72,24.99,12.99,24/02/23
74,74,34.99,7.99,24/02/23
75,75,24.99,7.99,24/02/23
76,76,89.99,39.99,24/02/23
78,78,69.99,39.99,24/02/23
79,79,99.99,49.99,24/02/23
80,80,19.99,8.99,24/02/23
81,81,69.99,23.99,24/02/23
82,82,299.99,199.99,24/02/23
84,84,79.99,69.99,24/02/23
85,85,19.99,9.99,24/02/23
86,86,11.99,6.99,24/02/23
87,87,34.99,9.99,24/02/23
88,88,19.99,6.99,24/02/23
89,89,99.99,49.99,24/02/23
90,90,39.99,13.99,24/02/23
91,91,29.99,17.99,24/02/23
92,92,69.99,34.99,24/02/23
93,93,99.99,49.99,24/02/23
96,96,24.99,13.99,24/02/23
97,97,59.99,49.99,24/02/23
98,98,44.99,29.99,24/02/23
99,99,19.99,9.99,24/02/23
101,101,24.99,16.99,24/02/23
106,106,29.99,9.99,24/02/23
107,107,19.99,12.99,24/02/23
108,108,29.99,24.99,24/02/23
109,109,19.99,7.99,24/02/23
110,110,29.99,18.99,24/02/23
111,111,119.99,69.99,24/02/23
112,112,99.99,89.99,24/02/23
113,113,99.99,54.99,24/02/23
114,114,49.99,39.99,24/02/23
