,Unnamed: 0,ID,DATE,RATIO,ID_USERS,COMMENT
0,0,0,2024-05-02,5,0,"Excelente Juguete, tuve un problema y me lo han cambiado sin ningún problema"
1,1,0,2024-04-25,5,1,"Después de probarlo la batería del juguete no cargo más y no funcionaba. Lo comenté a Amantis y en tres días, estaba en garantía, ya recibí un juguete de sustitución, un 10 para la logística de esta empresa."
2,2,0,2024-04-11,5,2,"Lo recibí esta mañana.Envío muy rápido y discreto.Me parece una maravilla. Tamaño, tacto y funcionalidad. Perfectos"
3,3,0,2024-04-07,5,3,Todo tal cual es la descripciónFunciona perfectamenteRecomendable
4,4,0,2024-03-30,5,4,"Quería destacar que tuve un problema con este articulo y el personal de Amantis lo solucionaran rápido y eficazmente un diez en el servicio de posventa y un diez para el Dildo LEO al menos eso dice mi mujer, gracias"
5,5,1,2024-05-02,5,5,"Ha sido mi última adquisición… tenía dudas…si comprar WILL o LEO dilo…no estaba segura por el tamaño .El grosor es el mismo..lo único que cambia es la longitud.Y el tamaño de Los testículos.Con ayuda y consejo de la dependienta me decidí por Will.Tengo varios vibradores…pero realístico ,es el primero .Estoy encantada."
6,6,2,2024-04-02,4,6,"Es un vibrador bastante bueno para empezar a usar este tipo de producto, tiene un diámetro pequeño que lo hace perfecto para principiantes.Tiene un tacto súper agradable y al ser pequeño se puede llevar de viaje con mucha facilidad. Además se puede mojar, por lo que es realmente versátil.El único inconveniente es que el ruido se oye demasiado, pero se puede amortiguar con el grifo de la ducha abierto"
7,7,2,2024-02-29,5,7,"Es una pasada, es pequeñito pero tiene mucha potencia, lo q no me gusta mucho es q se oye mucho ruido pero creo q es normal por la potencia q tiene el vibrador, estoy contenta de haberlo adquirido, no me ha decepcionado al revés me ha sorprendido."
8,8,2,2023-10-21,5,8,muy práctico por su pequeño tamaño. vibración perfecta y material muy suave.
9,9,2,2023-10-01,5,9,"Es pequeño pero útil, da mucho juego y la pila dura bastante, aunque solo tenga una potencia se ajusta a lo que buscas"
10,10,2,2023-09-12,4,10,"Magnifica bala, es muy potente y da mucho juego. Nos ha encantado a ambos."
11,11,2,2023-08-22,5,11,Pequeño y potente. Se puede combinar con otros juguetes. El tamaño se adapta a poder llevarlo siempre en el bolsillo para tenerlo listo para la ocasión.
12,12,2,2023-02-28,5,12,Pequeño y potente. Se puede combinar con otros juguetes como arneses con espacio incorporado para balas vibradoras.
13,13,2,2022-11-23,4,13,Lo compre hace poco y la verdad que me ha sorprendido la potencia que tiene y su tamaño es muy práctico para llevar a cualquier lado y es facil de lavado .Sus colores son muy bonitos . Para empezar a tener contacto con juguetes está muy bien.
14,14,2,2022-11-06,5,14,"Muy buen producto, super potente y la pila tiene mucha duración. El tamaño se adapta a poder llevarlo siempre en el bolsillo para tenerlo listo para la ocasión. De los mejores productos y mas teniendo en cuenta su bajo precio"
15,15,2,2022-07-21,5,15,Pequeño y discreto pero muy potente. Para juegos de caricias y estimulación es perfecto. Se limpia muy bien y la pila aguanta muchos usos
16,16,2,2022-07-01,5,16,"Tamaño perfecto, vibra bastante, no suena casi nada, muy suave.rnMuy buen producto."
17,17,2,2022-06-14,5,17,Recomendadisimo. Es ultra suave y al ser tan pequeño es perfecto para transportar y fácil de manejar. Es potente para el tamaño que tiene. Perfecto para empezar o para jugar
18,18,2,2022-05-18,5,18,"Está muy bien tanto para usarlo solo como en compañía. Además, los colores son súper bonitos. A ver si un día completo la colección ;)"
19,19,2,2021-11-24,5,19,"Esta bala es una maravilla! Es pequeño, muy cómodo y muy potente. Sorprende la primera vez que lo enciendes al ver que algo tan pequeño tiene tanta intensidad en su único modo de vibración. Si tu pareja es hombre, funciona de lujo para estimular los testículos y el periné mientras estás a otras cosas... Ya sabes ;) rnMuy recomendado"
20,20,2,2021-08-27,5,20,Bastante potente para lo pequeño que es. Muy suave al tacto. Lo recomiendo. Muy buena compra
21,21,2,2021-08-17,5,21,"Nunca había usado juguetes y hace poco que empecé con ellos. Compré algunas cositas y he de decir que este que me parecía q no seria de los más potentes, es poderoso!! Aluciné con el, y con el juego que da tanto antes, como durante! Sin duda este pequeño aparato, me ha abierto a un mundo nuevo y mucho mas divertido jajajj"
22,22,2,2021-08-14,3,22,Pequeño y poco matón si estás acostumbrado a otros productos de vibración. Para empezar a jugar y precalentar puede ser interesante.
23,23,2,2021-07-24,5,23,Muy bueno! Calidad precio muy buena! Es muy suave.rn
24,24,2,2021-07-16,5,24,"Pequeño pero maton!! rnCompramos dos, para usarlo cada uno con el otro... Mmmmm sensaciones increibles. Un 10!!"
25,25,2,2021-07-14,5,25,"Fue el primer juguete que me compré y me encantó. Para empezar, sobre todo, está muy bien. Es suave al tacto pero bastante potente."
26,26,2,2021-07-10,5,26,Increible! Lo mejor que he comprado. Super discretito y muy muy buenornrnPara ser pequeño vibra muchisimo.rnLo recomiendo al 100
27,27,2,2021-07-07,2,27,"Llevo con él varios años pero se nota que la calidad de los juegues actuales es mucho mejor, en su momento fué lo que esperaba pero ahora que por ejemplo tengo el tok2 bala vibradora con mando no tiene nada que ver con este…rn"
28,28,2,2021-06-24,5,28,"¡Me ha encantado! Suave, buena vibración y versátil. Se la he regalado a varias amigas y a todas les ha gustado mucho :)"
29,29,2,2021-05-19,5,29,"Simplemente la he puesto en marcha cuando ha llegado para saber qué tal. La verdad tiene potencia la pequeña. La cogí para usarla con algún juguete, tipo manga y demás. A ver si por la forma un poco cónica no se sale."
30,30,2,2021-05-17,4,30,"Pequeño, potente, discreto. Una sola velocidad, pero calidad-precio está muy bien."
31,31,2,2021-04-21,5,31,"Lo compré como regalo para una amiga. Al ser su primer vibrador le gustó bastante por la vibración y porque no hace mucho ruido. Además es pequeño y manejable, perfecto para complementar con otras prácticas. Así que lo recomiendo para adentrarte en este mundillo de vibraciones!"
32,32,2,2021-04-12,5,32,"Con un tamaño discreto y bastante silencioso. A pesar de venir con una velocidad, es recomendable para iniciarse y da mucho mucho juego. Ideal no solo por tamaño, sino por lo matón que es. rnImportante, las pilas que necesita es recomendable comprarlas en la web de amantis, es donde más merece la pena a nivel de precio."
33,33,2,2021-02-25,5,33,"Fue un regalo para mi novia y le encantó, ya teniamos una bala antes que se nos estropeó pero esta le ha gustado tanto que ya ha superado a la otra"
34,34,2,2021-02-09,4,34,"Vibrador parecido a una bala, muy pequeñito y discreto. No hace demasiado ruido, funciona con pilas. Una velocidad."
35,35,2,2020-12-14,4,35,"El primero que me compré, sin duda da mucho juego."
36,36,2,2020-11-08,5,36,"Genial, es pequeñito y se puede guardar en cualquier sitio así que ideal por si te apetece llevarlo por ahí, tiene una vibración bastante potente para lo pequeño que es."
37,37,2,2020-09-17,5,37,"Fué de nuestros primeros juguetes, y la verdad que de lo mejorcito para mi chica, supercontenta con ello."
38,38,2,2020-09-08,4,38,"Tiene una vibración bastante potente.aunque no tenga más que un método de vibración, cumple súper bien con su cometido.Lo malo es que las pilas son muy complicadas de encontrar.De tacto suave y muy cómodo para usar durante las relaciones sexuales."
39,39,2,2020-06-03,5,39,"Convencí a mis amigas en iniciarse durante el confinamiento en el mundo de los juguetes con el TOK. Les encantó! Están super contentas, y ya están pensando en volver por Amantis para seguir comprando"
40,40,2,2020-06-02,5,40,"Pequeño pero matón, lo adoro. Quizá compre las variantes que tiene."
41,41,2,2020-05-30,5,41,"Desde que lo compré para mi mujer lo llama su amiguito, le encanta, es ideal por tamaño para complementar y excitar el clitoris, super recomendado"
42,42,2,2020-05-02,5,42,"Para lo pequeñito que es y lo simplón (no tiene para elegir potencia ni tipos de vibración) da su juego. Con los años, la parte de plástico de cerca del botón se deteriora. Aún así, le doy 5 estrellas (por 6 euros, si es más, lo buscaría con mando a distancia)"
43,43,2,2020-04-23,3,43,"Nos llegó como regalo por una compra que hicimos y la verdad... a modo graciosete bien, pero tiene muy poca potencia"
44,44,2,2020-02-09,5,44,"Desde que lo uso mis orgasmos son más potentes y las eyaculaciones más copiosas. Si se sabe buscar el punto, con paciencia y disfrutando de cada centímetro del pene uno puede llegar a experimentar de los mejores orgasmos de su vida. rnrnSi te gusta experimentar cosas nuevas estás tardando en comprar uno."
45,45,2,2019-12-27,5,45,Esta bien pero recomendaría antes el tok2 por que tiene mando a distancia. Este solo lo puedes encender dándole al botón y depende donde lo pongas puede ser incómodo. Mejor gastarse un poco más por el otro que mencioné.
46,46,2,2019-12-17,5,46,He regalado varios y nunca falla. Un clásico que no debe faltar en la mesita de noche.
47,47,2,2019-11-24,5,47,"100% recomendado, lo compré ayer y encantada con el producto y con el trato que nos dieron en la tienda."
48,48,2,2019-11-06,4,48,"Perfecto para jugar. Potente y silencioso, aunque no acabo de cogerle bien el rollo"
49,49,2,2019-10-10,5,49,Es el segundo que compro para tener uno en mi casa y otro en casa de mi pareja.rndiscreto pero matón
50,50,2,2019-09-26,5,50,"Pequeño, potente y silencioso, una buena opción para tener una bala siempre a mano, ya que su reducido tamaño permite guardarla en cualquier sitio. Me encanta además la forma que tiene con la punta un poco más gruesa para mayor estimulación, aunque me gustaría que fuera un poquito más larga, cuando estoy muy mojada se me resbala de los dedos, jeje. Eso sí, la pila dura poco y a la larga salen caras."
51,51,2,2019-07-28,4,51,"Está bien, aunque es muy sencillo y no es tan pequeño como para ello. Tiene un movimiento de vibración y es de buen material"
52,52,2,2019-07-09,5,52,"Me ha gustado mucho , lo recomiendo y es de buena calidad y buen precio"
53,53,2,2019-07-01,5,53,"Muy práctico, genial para activar las zonas erógenas. Además para lo pequeño que es da mucha caña."
54,54,2,2018-11-05,5,54,"Como dicen pequeño pero matón, buena potencia y un material muy suave."
55,55,2,2018-10-28,5,55,"Tacto suave, pequeño y compacto, buena vibración y se puede usar bajo el agua...rnTanto para pareja como a solas.rnAdemás apenas arma ruido.rnResumiendo: un 10/10. Una relación calidad precio increibles."
56,56,2,2018-10-27,5,56,"Al principio no estaba muy segura de si comprarlo o no, pero una vez me decidí, he de decir que fue la mejor decisión que pude tomar. El envío muy discreto y con unos detallitos de regalo. rnEl vibrador me sorprendió la potencia que tiene para lo pequeñito que es. Ideal para llevar encima, discreto y con un tacto súper agradable. Volvería a repetir sin duda."
57,57,2,2018-10-24,5,57,"Llevaba muchi tiempo dudando de su comprarlo o no porque parece poca cosa pero tiene muy buenos comentarios y después de comprarlo... Lo recomiendo totalmente, tanto como para uso individual como uso en pareja es el perfecto aliado"
58,58,2,2018-10-15,5,58,"¿Qué decir de ésta maravilla? Para empezar, el hecho de poder usarlo en cualquier ubicación, inclusive bajo el agua, es un plus insuperable. rnLo compré para un regalo en plan coña, para una amiga, y me lo recomendó tanto que ahora yo también tengo el mío."
59,59,2,2018-10-02,5,59,Lo he recibido esta mañana después de hacer el pedido ayer por la tarde.rnAcabo de probarlo y he flipado en colores. Es el primer vibrador que compro y pruebo en mi vida y cómo no se me ha ocurrido antes
60,60,2,2018-09-28,5,60,"Primer vibrador que me compro, ¡y me encanta! Muy recomendable"
61,61,2,2018-09-25,5,61,"Nunca había probado un vibrador pero me moría de ganas... me hice ayer con él y me he quedado SIN PALABRAS. Es super cómodo y manejable, y la sensación al usarlo una maravilla. 100% recomendable, no se como he estado tanto tiempo sin él!!"
62,62,2,2018-08-27,5,62,Genial!!al ser tan pequeño te lo puedes llevar a cualquier sitio y tiene mucha potencia. Muy buena compra!!
63,63,2,2018-08-23,5,63,"Pequeño, discreto y muy potente. Ahora que es verano es ideal para llevártelo a cualquier parte."
64,64,2,2018-08-17,5,64,UUAAAAAUUUU!!!!!!!! LO MÁS!!! LLEGO DONDE NUNCA ANTES HABÍA LLEGADO. LO MEJOR QUE HE USADO. Lo compré junto a realidad virtual 2 y booommmm!!!! mi cuerpo se volvió loco!!!
65,65,2,2018-08-17,5,65,"Como dicen algunos que lo han probado, terremoto en miniatura, imprescindible para unas vacaciones en pareja y con piscina privada, guauuuu!! Genial!!"
66,66,2,2018-08-02,5,66,"Uáuuuu ella sube por las paredes,...... divertido y suave."
67,67,2,2018-07-12,5,67,"Terremoto en miniatura, sin duda una herramienta de placer por la potencia de vibración. Es perfecto para preliminares. La única pega es que es algo ruidoso para usarlo en ambientes con poco ruido de fondo. Aun así a mi chica le encanta."
68,68,2,2018-05-29,4,68,"Precio genial y cabeza muy ergonómica para acariciar el clítoris. Eso sí, la pila dura poco, si tuviera batería recargable sería lo más, jeje."
69,69,2,2018-05-26,4,69,"Muy mono, divertido de diseño y potente. El problema es para jugar con lubricantes que se resbala mucho y cuesta apretar el botón."
