ID,PRODUCT,amenities,anal,BDSM,femenino,masculino,juguetes,lenceria,muebles
491,BÖA Vibrador con anilla regulable,False,False,False,False,False,True,False,False
492,DUNA,False,False,False,True,False,True,False,False
493,FURIA,False,False,True,False,False,False,False,False
494,JUSTISSE WRIST,False,False,True,False,False,False,False,False
495,MEGACULO 18KG de placer,False,False,False,False,False,True,False,False
496,SHEQU,False,False,False,True,False,True,False,False
497,FINUS,True,False,False,False,False,True,False,False
498,SEXCHAIR,False,False,False,False,False,False,False,True
499,ROTANUSS,False,True,False,False,False,True,False,False
500,SNAIL,True,False,False,False,False,False,False,False
501,EGGSAC PRO,False,False,False,False,True,True,False,False
502,METALLICA WAND,True,False,False,True,False,False,False,False
503,FINGERKISS,False,False,False,True,False,False,False,False
504,SQUID Dildo vibrador con tentáculos,True,False,True,True,False,True,False,False
505,SUEGNA,True,False,False,False,False,False,False,False
506,UDIT horquilla orgásmica tri_motor para ella,True,False,False,True,False,True,False,False
507,Triple Corazón,False,False,True,False,False,False,False,False
508,Mordaza_Bocado de Pony en cuero y metal,False,False,True,False,False,False,False,False
509,MIHURA,False,False,False,False,False,False,True,False
510,AVATAR SIMON,True,False,True,True,False,True,False,False
511,DOBLE ROMEO,True,False,False,False,False,False,False,False
512,CLINCLIN TRIO,True,True,False,False,False,True,False,False
513,LUCKY,False,False,False,False,False,True,False,False
514,MYKONOS,False,False,False,False,False,False,True,False
515,BODY CHAIN FLOWER,False,False,False,False,False,False,True,False
516,KIT de inmovilización MUSLO_MUÑECA,False,False,False,False,False,False,False,False
517,MS_DIRECT,False,False,False,True,False,True,False,False
518,Plug Prostático con doble anilla Black Line 3 en 1,False,True,False,True,True,True,False,False
519,RESONANCE,False,False,True,False,False,True,False,False
520,COMBI Conjunto erótico de lencería,False,False,False,False,False,False,True,False
521,SEXTRIP,False,False,True,False,False,False,False,False
522,Lengua vibradora,False,False,False,True,False,False,False,False
523,PAIZURI CUBANA,True,False,False,True,True,True,False,False
524,JUSTISSE COLLAR,False,False,True,False,False,False,False,False
525,Open_Clito: Acción directa sobre Labios y Clítoris a tu gusto,False,False,False,True,False,True,False,False
526,Pompón Anal de Silicona,False,True,False,False,False,True,False,False
527,PECTUS,False,False,True,False,False,False,True,False
528,CRISALIDE,True,True,False,False,False,True,False,False
529,Romance Swan,False,False,False,True,False,True,False,False
530,DULCE,False,False,False,True,False,True,False,False
531,TORO SUAVE rombo,False,False,False,False,False,False,False,False
532,BUNNY,False,False,True,False,False,True,True,False
533,DÚPLEX de amantis,False,False,False,True,False,True,False,False
534,Realidad Virtual®Oh My Lord,False,False,True,False,False,False,False,False
535,PERINEUS,True,True,False,False,False,True,False,False
536,ARO FAT: Gancho Anal de Arco,False,True,False,False,False,False,False,False
537,Manos de GABY,True,False,False,True,False,False,False,False
538,MOLLUSC,True,False,False,False,False,False,False,False
539,JUSTISSE BACK,False,False,True,False,False,False,False,False
540,Desarrollador con manómetro,False,False,False,False,False,False,False,False
541,Plug anal de bolas cromadas by amantis,False,True,False,True,False,True,False,False
542,Bolas anales de silicona con asa BLACK LINE,True,True,False,False,False,True,False,True
543,DOBLE DISPUESTA 33CM,True,False,False,False,False,False,False,False
544,Mantente_Firme DONUT,True,False,False,False,False,False,False,False
545,Vibrador Elton efecto ¡centrifugado! para clítoris exigentes,True,False,False,True,False,True,False,False
546,ARO THIN: Gancho Anal Clásico,False,True,False,False,False,True,False,False
547,PEPPINO,False,False,False,False,False,False,False,False
548,APPETENCY,False,False,False,True,False,True,False,False
549,TUTÚ,False,False,True,False,False,False,True,False
550,Fusta clásica con empuñadura de brillantes,False,False,True,False,False,False,False,False
551,Cabezal para masaje_sexy,False,False,False,False,False,True,False,False
552,MS_TIFÓN Estimulación Combinada in_out (Cabezal Masaje_Sexy Pro),False,True,False,True,False,True,False,False
553,Plug anal con ventosa Black Line ¡sinuoso y deleitoso!,False,True,False,True,True,True,False,False
554,SINUO 360,False,False,False,False,False,False,False,True
555,DIVA,True,False,False,False,False,True,False,False
556,Tira de bolas anales BUBBLES,False,False,False,False,False,False,False,False
557,SOUS CHEF,False,False,True,False,False,False,True,False
558,DORI,False,False,False,False,False,False,True,False
559,BOCATTO PRO,False,False,True,False,False,False,False,False
560,MS_VULVAN,False,False,False,True,False,True,False,False
561,Vibrador Perineal BLACK LINE amantis,True,True,False,False,True,True,False,False
562,CORAZZA,False,False,False,True,False,True,False,False
563,LAZADA,False,False,True,False,False,False,False,False
564,Bala Profunda Percusión,False,False,False,True,False,True,False,False
565,Masajeador Prostático NUDE,True,False,False,False,False,False,False,False
566,SESSE 360 RED,False,False,False,False,False,False,False,True
567,NEGRONI,False,False,False,True,False,True,False,False
568,G_DUO de amantis,False,False,False,True,False,True,False,False
569,JUSTISSE NECK,False,False,True,False,False,False,False,False
570,AVATAR SIMON PRIDE,False,False,False,True,False,True,False,False
571,BRILLI,False,False,False,False,False,False,True,False
572,Glup! Plug grande,True,True,False,False,False,True,False,False
573,Conjunto de encaje + collar y muñequeras con cadenas,False,False,False,False,False,False,True,False
574,Cabezal para masaje_sexy,False,False,False,True,False,True,False,False
575,MS_DIGIT,False,True,False,True,False,True,False,False
