ID,ID_PRODUCT,REGULAR_PRICE,DISCOUNT_PRICE,FECHA
0,0,99.99,54.99,24/05/03
1,1,99.99,54.99,24/05/03
2,2,19.99,9.99,24/05/03
3,3,69.99,29.99,24/05/03
4,4,99.99,54.99,24/05/03
5,5,19.99,9.99,24/05/03
6,6,69.99,49.99,24/05/03
7,7,39.99,14.99,24/05/03
8,8,19.99,7.99,24/05/03
9,9,54.99,14.99,24/05/03
11,11,34.99,7.99,24/05/03
12,12,29.99,11.99,24/05/03
13,13,29.99,11.99,24/05/03
14,14,24.99,9.99,24/05/03
16,16,69.99,44.99,24/05/03
17,17,19.99,8.99,24/05/03
18,18,29.99,14.99,24/05/03
19,19,19.99,9.99,24/05/03
20,20,19.99,7.99,24/05/03
21,21,59.99,29.99,24/05/03
22,22,299.99,99.99,24/05/03
23,23,24.99,15.99,24/05/03
24,24,14.99,6.99,24/05/03
25,25,11.99,4.99,24/05/03
26,26,49.99,24.99,24/05/03
27,27,29.99,12.99,24/05/03
28,28,29.99,12.99,24/05/03
29,29,109.99,54.99,24/05/03
30,30,39.99,19.99,24/05/03
31,31,89.99,36.99,24/05/03
32,32,89.99,39.99,24/05/03
33,33,99.99,49.99,24/05/03
34,34,59.99,54.99,24/05/03
35,35,119.99,49.99,24/05/03
36,36,69.99,59.99,24/05/03
37,37,69.99,34.99,24/05/03
38,38,24.99,12.99,24/05/03
40,40,29.99,14.99,24/05/03
41,41,19.99,12.99,24/05/03
42,42,39.99,17.99,24/05/03
43,43,19.99,6.99,24/05/03
44,44,19.99,7.99,24/05/03
45,45,59.99,39.99,24/05/03
46,46,59.99,39.99,24/05/03
47,47,69.99,39.99,24/05/03
48,48,29.99,24.99,24/05/03
49,49,44.99,19.99,24/05/03
50,50,49.99,29.99,24/05/03
51,51,99.99,39.99,24/05/03
52,52,14.99,4.99,24/05/03
53,53,49.99,29.99,24/05/03
55,55,34.99,9.99,24/05/03
56,56,15.99,5.99,24/05/03
57,57,19.99,6.99,24/05/03
58,58,99.99,49.99,24/05/03
59,59,29.99,17.99,24/05/03
60,60,49.99,24.99,24/05/03
61,61,29.99,14.99,24/05/03
64,64,16.99,5.99,24/05/03
65,65,59.99,34.99,24/05/03
66,66,99.99,89.99,24/05/03
67,67,129.99,79.99,24/05/03
68,68,79.99,49.99,24/05/03
71,71,59.99,17.99,24/05/03
73,73,24.99,7.99,24/05/03
74,74,39.99,9.99,24/05/03
75,75,49.99,29.99,24/05/03
76,76,59.99,29.99,24/05/03
77,77,69.99,29.99,24/05/03
78,78,54.99,49.99,24/05/03
79,79,19.99,7.99,24/05/03
80,80,19.99,7.99,24/05/03
81,81,49.99,19.99,24/05/03
82,82,59.99,27.99,24/05/03
83,83,24.99,19.99,24/05/03
84,84,19.99,8.99,24/05/03
85,85,19.99,7.99,24/05/03
86,86,22.99,14.99,24/05/03
87,87,29.99,11.99,24/05/03
88,88,11.99,3.99,24/05/03
89,89,49.99,23.99,24/05/03
90,90,119.99,54.99,24/05/03
91,91,39.99,19.99,24/05/03
92,92,59.99,19.99,24/05/03
94,94,59.99,34.99,24/05/03
95,95,59.99,34.99,24/05/03
97,97,44.99,29.99,24/05/03
98,98,99.99,49.99,24/05/03
99,99,89.99,49.99,24/05/03
100,100,59.99,17.99,24/05/03
101,101,44.99,17.99,24/05/03
102,102,24.99,9.99,24/05/03
103,103,14.99,5.99,24/05/03
104,104,19.99,9.99,24/05/03
106,106,19.99,9.99,24/05/03
107,107,19.99,8.99,24/05/03
108,108,29.99,18.99,24/05/03
109,109,59.99,44.99,24/05/03
110,110,44.99,20.99,24/05/03
111,111,99.99,49.99,24/05/03
112,112,24.99,14.99,24/05/03
113,113,19.99,14.99,24/05/03
114,114,11.99,7.99,24/05/03
115,115,99.99,89.99,24/05/03
116,116,59.99,29.99,24/05/03
117,117,29.99,14.99,24/05/03
118,118,24.99,9.99,24/05/03
119,119,39.99,17.99,24/05/03
120,120,79.99,36.99,24/05/03
121,121,39.99,13.99,24/05/03
122,122,49.99,23.99,24/05/03
123,123,49.99,24.99,24/05/03
126,126,39.99,19.99,24/05/03
127,127,79.99,54.99,24/05/03
128,128,24.99,13.99,24/05/03
129,129,139.99,76.99,24/05/03
130,130,119.99,54.99,24/05/03
135,135,29.99,9.99,24/05/03
136,136,19.99,6.99,24/05/03
137,137,19.99,11.99,24/05/03
139,139,44.99,22.99,24/05/03
140,140,69.99,34.99,24/05/03
141,141,119.99,69.99,24/05/03
142,142,159.99,149.99,24/05/03
143,143,19.99,14.99,24/05/03
145,145,19.99,6.99,24/05/03
146,146,13.99,8.99,24/05/03
148,148,99.99,59.99,24/05/03
149,149,19.99,9.99,24/05/03
150,150,19.99,12.99,24/05/03
151,151,69.99,34.99,24/05/03
152,152,59.99,29.99,24/05/03
153,153,29.99,14.99,24/05/03
154,154,39.99,13.99,24/05/03
155,155,99.99,59.99,24/05/03
156,156,64.99,39.99,24/05/03
157,157,49.99,19.99,24/05/03
158,158,79.99,59.99,24/05/03
159,159,99.99,69.99,24/05/03
160,160,59.99,49.99,24/05/03
161,161,99.99,59.99,24/05/03
164,164,24.99,16.99,24/05/03
167,167,34.99,14.99,24/05/03
168,168,29.99,14.99,24/05/03
170,170,34.99,34.99,24/05/03
171,171,54.99,54.99,24/05/03
172,172,19.99,19.99,24/05/03
173,173,49.99,49.99,24/05/03
174,174,59.99,22.99,24/05/03
175,175,299.99,199.99,24/05/03
176,176,49.99,24.99,24/05/03
177,177,119.99,79.99,24/05/03
178,178,89.99,59.99,24/05/03
179,179,29.99,12.99,24/05/03
180,180,19.99,11.99,24/05/03
181,181,11.99,6.99,24/05/03
182,182,89.99,44.99,24/05/03
183,183,129.99,64.99,24/05/03
184,184,29.99,29.99,24/05/03
185,185,54.99,54.99,24/05/03
186,186,59.99,29.99,24/05/03
188,188,149.99,59.99,24/05/03
189,189,119.99,69.99,24/05/03
190,190,69.99,59.99,24/05/03
191,191,49.99,49.99,24/05/03
192,192,54.99,54.99,24/05/03
194,194,64.99,24.99,24/05/03
195,195,54.99,28.99,24/05/03
196,196,59.99,29.99,24/05/03
197,197,44.99,29.99,24/05/03
198,198,44.99,29.99,24/05/03
199,199,34.99,14.99,24/05/03
200,200,29.99,14.99,24/05/03
201,201,74.99,49.99,24/05/03
202,202,59.99,49.99,24/05/03
203,203,44.99,44.99,24/05/03
204,204,109.99,109.99,24/05/03
205,205,11.99,7.99,24/05/03
209,209,19.99,8.99,24/05/03
210,210,14.99,2.99,24/05/03
211,211,59.99,39.99,24/05/03
212,212,14.99,3.99,24/05/03
213,213,69.99,69.99,24/05/03
214,214,59.99,59.99,24/05/03
215,215,74.99,74.99,24/05/03
216,216,49.99,49.99,24/05/03
217,217,99.99,44.99,24/05/03
218,218,69.99,37.99,24/05/03
219,219,69.99,39.99,24/05/03
220,220,49.99,49.99,24/05/03
221,221,44.99,44.99,24/05/03
222,222,49.99,49.99,24/05/03
223,223,64.99,64.99,24/05/03
224,224,69.99,39.99,24/05/03
226,226,59.99,24.99,24/05/03
228,228,34.99,19.99,24/05/03
229,229,27.99,13.99,24/05/03
230,230,49.99,29.99,24/05/03
231,231,69.99,39.99,24/05/03
232,232,17.99,17.99,24/05/03
233,233,44.99,44.99,24/05/03
234,234,19.99,14.99,24/05/03
235,235,29.99,19.99,24/05/03
236,236,69.99,49.99,24/05/03
237,237,74.99,59.99,24/05/03
238,238,599.99,249.99,24/05/03
239,239,119.99,59.99,24/05/03
240,240,19.99,8.99,24/05/03
241,241,19.99,9.99,24/05/03
242,242,19.99,9.99,24/05/03
243,243,24.99,7.99,24/05/03
244,244,59.99,34.99,24/05/03
245,245,99.99,99.99,24/05/03
246,246,64.99,64.99,24/05/03
