ID,ID_PRODUCT,REGULAR_PRICE,DISCOUNT_PRICE,FECHA
0,0,99.99,49.99,24/06/14
1,1,99.99,54.99,24/06/14
2,2,69.99,39.99,24/06/14
4,4,69.99,39.99,24/06/14
5,5,69.99,29.99,24/06/14
6,6,19.99,9.99,24/06/14
7,7,19.99,7.99,24/06/14
8,8,44.99,29.99,24/06/14
9,9,44.99,29.99,24/06/14
10,10,39.99,14.99,24/06/14
14,14,34.99,7.99,24/06/14
16,16,69.99,44.99,24/06/14
17,17,19.99,8.99,24/06/14
18,18,69.99,29.99,24/06/14
19,19,19.99,9.99,24/06/14
20,20,19.99,8.99,24/06/14
21,21,299.99,99.99,24/06/14
22,22,49.99,29.99,24/06/14
23,23,29.99,9.99,24/06/14
24,24,24.99,15.99,24/06/14
25,25,14.99,6.99,24/06/14
26,26,11.99,4.99,24/06/14
27,27,29.99,12.99,24/06/14
28,28,109.99,54.99,24/06/14
29,29,49.99,34.99,24/06/14
30,30,99.99,49.99,24/06/14
31,31,99.99,29.99,24/06/14
33,33,49.99,24.99,24/06/14
35,35,79.99,49.99,24/06/14
36,36,59.99,34.99,24/06/14
37,37,69.99,59.99,24/06/14
39,39,19.99,7.99,24/06/14
41,41,59.99,17.99,24/06/14
42,42,29.99,11.99,24/06/14
43,43,19.99,6.99,24/06/14
44,44,29.99,11.99,24/06/14
45,45,24.99,9.99,24/06/14
48,48,44.99,19.99,24/06/14
49,49,99.99,49.99,24/06/14
50,50,24.99,19.99,24/06/14
51,51,59.99,29.99,24/06/14
52,52,49.99,29.99,24/06/14
53,53,19.99,7.99,24/06/14
54,54,34.99,9.99,24/06/14
55,55,49.99,24.99,24/06/14
56,56,19.99,6.99,24/06/14
57,57,59.99,39.99,24/06/14
59,59,59.99,19.99,24/06/14
60,60,119.99,54.99,24/06/14
61,61,39.99,19.99,24/06/14
62,62,109.99,39.99,24/06/14
63,63,99.99,49.99,24/06/14
64,64,64.99,39.99,24/06/14
65,65,69.99,34.99,24/06/14
66,66,99.99,89.99,24/06/14
67,67,99.99,49.99,24/06/14
68,68,69.99,59.99,24/06/14
69,69,24.99,9.99,24/06/14
70,70,29.99,14.99,24/06/14
71,71,99.99,54.99,24/06/14
72,72,19.99,12.99,24/06/14
75,75,39.99,17.99,24/06/14
76,76,59.99,29.99,24/06/14
77,77,19.99,7.99,24/06/14
78,78,69.99,39.99,24/06/14
79,79,29.99,18.99,24/06/14
80,80,54.99,49.99,24/06/14
81,81,14.99,4.99,24/06/14
82,82,24.99,14.99,24/06/14
83,83,49.99,19.99,24/06/14
84,84,119.99,79.99,24/06/14
85,85,19.99,7.99,24/06/14
86,86,15.99,5.99,24/06/14
87,87,22.99,14.99,24/06/14
88,88,59.99,29.99,24/06/14
89,89,29.99,17.99,24/06/14
90,90,29.99,14.99,24/06/14
92,92,39.99,19.99,24/06/14
94,94,19.99,9.99,24/06/14
96,96,89.99,49.99,24/06/14
97,97,129.99,79.99,24/06/14
98,98,79.99,54.99,24/06/14
99,99,19.99,9.99,24/06/14
100,100,44.99,17.99,24/06/14
102,102,14.99,5.99,24/06/14
104,104,24.99,7.99,24/06/14
105,105,19.99,9.99,24/06/14
106,106,99.99,29.99,24/06/14
108,108,59.99,39.99,24/06/14
109,109,19.99,7.99,24/06/14
110,110,44.99,22.99,24/06/14
111,111,44.99,20.99,24/06/14
112,112,99.99,39.99,24/06/14
113,113,19.99,14.99,24/06/14
114,114,19.99,6.99,24/06/14
115,115,11.99,7.99,24/06/14
116,116,12.99,6.99,24/06/14
117,117,12.99,7.99,24/06/14
118,118,39.99,17.99,24/06/14
119,119,24.99,9.99,24/06/14
120,120,39.99,13.99,24/06/14
121,121,49.99,23.99,24/06/14
122,122,79.99,36.99,24/06/14
123,123,69.99,34.99,24/06/14
126,126,69.99,37.99,24/06/14
127,127,24.99,13.99,24/06/14
128,128,139.99,76.99,24/06/14
129,129,44.99,29.99,24/06/14
130,130,119.99,54.99,24/06/14
131,131,59.99,17.99,24/06/14
133,133,39.99,9.99,24/06/14
136,136,29.99,9.99,24/06/14
138,138,19.99,9.99,24/06/14
139,139,29.99,24.99,24/06/14
140,140,59.99,44.99,24/06/14
141,141,69.99,34.99,24/06/14
142,142,119.99,69.99,24/06/14
143,143,99.99,89.99,24/06/14
144,144,11.99,7.99,24/06/14
145,145,13.99,8.99,24/06/14
147,147,19.99,9.99,24/06/14
148,148,29.99,11.99,24/06/14
149,149,11.99,6.99,24/06/14
150,150,19.99,8.99,24/06/14
151,151,59.99,29.99,24/06/14
152,152,29.99,14.99,24/06/14
153,153,49.99,23.99,24/06/14
154,154,39.99,13.99,24/06/14
155,155,99.99,49.99,24/06/14
158,158,99.99,69.99,24/06/14
160,160,59.99,49.99,24/06/14
161,161,99.99,59.99,24/06/14
165,165,64.99,24.99,24/06/14
166,166,19.99,9.99,24/06/14
169,169,27.99,13.99,24/06/14
170,170,34.99,34.99,24/06/14
171,171,159.99,149.99,24/06/14
172,172,54.99,54.99,24/06/14
173,173,74.99,49.99,24/06/14
174,174,19.99,12.99,24/06/14
175,175,299.99,199.99,24/06/14
176,176,19.99,8.99,24/06/14
177,177,59.99,22.99,24/06/14
182,182,49.99,24.99,24/06/14
183,183,89.99,44.99,24/06/14
184,184,129.99,64.99,24/06/14
185,185,29.99,29.99,24/06/14
188,188,59.99,26.99,24/06/14
189,189,119.99,69.99,24/06/14
190,190,59.99,39.99,24/06/14
191,191,49.99,49.99,24/06/14
192,192,54.99,54.99,24/06/14
194,194,54.99,28.99,24/06/14
195,195,59.99,24.99,24/06/14
196,196,59.99,29.99,24/06/14
197,197,29.99,14.99,24/06/14
200,200,19.99,11.99,24/06/14
201,201,19.99,19.99,24/06/14
202,202,49.99,49.99,24/06/14
203,203,44.99,44.99,24/06/14
204,204,59.99,49.99,24/06/14
205,205,19.99,14.99,24/06/14
206,206,11.99,7.99,24/06/14
207,207,19.99,8.99,24/06/14
208,208,49.99,39.99,24/06/14
211,211,49.99,39.99,24/06/14
212,212,69.99,29.99,24/06/14
213,213,54.99,54.99,24/06/14
214,214,69.99,69.99,24/06/14
215,215,59.99,59.99,24/06/14
216,216,74.99,74.99,24/06/14
217,217,59.99,29.99,24/06/14
218,218,34.99,14.99,24/06/14
219,219,59.99,39.99,24/06/14
220,220,44.99,44.99,24/06/14
221,221,64.99,64.99,24/06/14
222,222,49.99,49.99,24/06/14
223,223,49.99,49.99,24/06/14
229,229,99.99,54.99,24/06/14
230,230,24.99,11.99,24/06/14
231,231,49.99,34.99,24/06/14
233,233,109.99,109.99,24/06/14
234,234,44.99,44.99,24/06/14
235,235,17.99,17.99,24/06/14
237,237,79.99,69.99,24/06/14
239,239,69.99,49.99,24/06/14
240,240,25.99,9.99,24/06/14
241,241,29.99,14.99,24/06/14
242,242,11.99,3.99,24/06/14
243,243,14.99,2.99,24/06/14
244,244,49.99,49.99,24/06/14
245,245,59.99,34.99,24/06/14
246,246,99.99,99.99,24/06/14
247,247,64.99,64.99,24/06/14
